CODE,YEAR,MONTH,LOCATION,,LIVESTOCK STOLEN,TOTAL DEATHS,POLICE DEATHS,LOCALS DEATH,SUSPECTED BANDITS,TOTAL INJURY,POLICE INJURY,LOCALS INJURY,BANDITS INJURED,NUMBER OF PEOPLE DISPLACED,NUMBER OF PEOPLE ABDUCTED,OTHER CRIMES,OTHER CRIMES,OTHER CRIMES,TYPE OF WEAPON,SPECIFICS OF WEAPON,NUMBER OF WEAPONS,AMMUNITION,TYPE,FACILITIES ATTACKED,WEB LINK,NEWSPAPER NAME,comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You MUST indicate the code of the word document you are using,indicate the YEAR of the incident,"either JAN, FEB, APR, MAY, JUN, JUL, AUG, SEPT, OCT, NOV, DEC",NAME of Place (If possible indicate name of Sub county),NUMBER ATTACKING BANDITS,Indicate the No. of cattle stolen. If none stolen indicate UNKNOWN,Total Number of Deaths (Police + Locals + Suspected Bandits),Number of Police  deaths,Number of Locals deaths,Number of Suspected Bandits Killed,Total Number of Injuries (Police + Locals + Suspected Bandits),Number of Police injured,Number of Locals Injured,Number of bandits injured,NUMBER OF PEOPLE DISPLACED,NUMBER OF PEOPLE ABDUCTED,"Indicate if there was another crime (arson, kidnapping, rape, theft of car, etc)","if there is more than one other crime indicate if there was another crime (arson, kidnapping, rape, theft of car, etc)","if there is more than one other crime indicate if there was another crime (arson, kidnapping, rape, theft of car, etc)","indicate what type of weapon this is (FIREARMS, BOW & ARROW, MACHETE)",indicate more details a about this weapon,indicate the Number of weapons,If this is a FIREARM is there amunition,"What is the type of ammunition (BULLETS, GRENADE)","Indicate if a facility has been attacked (SCHOOL, HOSPITAL, POLICE STATION, GOVERNMENT OFFICE) - IF THERE IS MORE THAN ONE FACILITY SEPARATE THEM WITH SEMI COLON (;)",Indicate the weblink this is from,INDICATE THE MEDIA HOUSE THAT PUBLISHED,ADD ANY COMMENTS YOU MAY HAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N053,2019,SEPTEMBER,BARINGO- NORTH BARINGO ,3,Unknown,0,0,0,0,0,0,0,0,0,0,"30,000 STOLEN",SHOES & CLOTHES ,MOTOCYCLE VANDALISED,FIREARM,0,0,YES,BULLETS,0,https://www.kenyanews.go.ke/passengers-attacked-and-stripped-naked-on-chemoe-yatia-loruk-road-in-baringo-north/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N054,2019,NOVEMBER,SAMBURU,,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,BULLETS,0,https://www.kenyanews.go.ke/mcas-narrowly-escape-death/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N055,2019,OCTOBER,SAMBURU,7,Unknown,1,0,1,0,4,0,4,0,0,0,FOODSTUFFS ,MONEY,0,FIREARM,AK-47,7,YES,BULLETS,0,https://www.kenyanews.go.ke/miraa-driver-shot-dead-in-samburu/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N056,2019,OCTOBER,SAMBURU,,Unknown,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.kenyanews.go.ke/leaders-urge-government-to-stop-disarmament-exercise/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N057,2019,OCTOBER,ISIOLO,100,314,2,0,0,2,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.kenyanews.go.ke/two-rustlers-killed-and-300-cattle-recovered/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N058,2020,FEBRUARY,LAIKIPIA- LAIKIPIA North ,50,Unknown,4,0,2,2,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.kenyanews.go.ke/four-killed-as-cattle-rustlers-strike-laikipia-village/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N059,2020,APRIL,TURKANA ,,Unknown,0,0,0,0,2,0,2,0,0,0,0,0,0,FIREARM;ARROW,0,0,YES,BULLETS,0,https://www.kenyanews.go.ke/two-injured-in-loima-banditry-attack/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N060,2020,JUNE,MARSABIT,6,Unknown,3,0,3,0,1,0,1,0,0,0,0,0,0,FIREARM,AK-47,0,YES,BULLETS,0,https://www.kenyanews.go.ke/persistent-senseless-killings-in-saku-constituency-raise-concerns/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N061,2020,JULY,LAIKIPIA;ISIOLO,40,83,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,BULLETS,0,https://www.kenyanews.go.ke/armed-cattle-rustlers-steal-83-herds-of-cattle/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N062,2021,JANUARY,TURKANA-KAPEDO ,,Unknown,1,0,1,0,2,0,2,0,0,0,10 HOUSES TORCHED,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.kenyanews.go.ke/one-killed-two-injured-in-kapedo-attack/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N063,2021,APRIL,ISIOLO ,,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.kenyanews.go.ke/garre-communitys-chairman-killed-in-isiolo/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N064,2021,JUNE,ISIOLO,,87,0,0,0,0,3,0,2,1,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.kenyanews.go.ke/rustlers-steal-87-goats-in-isiolo/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N065,2022,AUGUST,BARINGO- BARINGO NORTH ,,Unknown,0,0,0,0,0,0,0,0,0,0,ELECTION SERIAL NUMBERS ,0,0,0,0,0,0,0,0,https://www.kenyanews.go.ke/banditry-attack-security-beefed-in-baringo/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N066,2022,AUGUST,TURKANA - TURKANA EAST,,Unknown,8,0,8,0,0,0,0,0,0,0,HOUSES TORCHED,0,0,0,0,0,0,0,0,https://www.kenyanews.go.ke/turkana-leaders-condemn-napeitom-killings/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N067,2022,SEPTEMBER,TURKANA. TURKANA EAST ,,Unknown,9,8,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.kenyanews.go.ke/kuikui-residents-still-in-shock-following-baringo-banditry-attack/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N068,2022,SEPTEMBER,TURKANA;BARINGO;WEST POKOT- Kaputir ward,,Unknown,3,0,3,0,0,0,0,0,0,0,SCHOOLS TORCHED,HOUSES DESTROYED,0,FIREARM,0,0,YES,BULLETS,0,https://www.kenyanews.go.ke/senator-lament-over-increased-insecurity-call-for-action/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N069,2022,DECEMBER,TURKANA ,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.kenyanews.go.ke/police-recover-stolen-livestock/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N070,2023,MARCH ,ISIOLO,2,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.kenyanews.go.ke/security-operation-results-in-recovery-of-78-stolen-camels/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N071,2023,MAY,MERU ,,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.kenyanews.go.ke/meru-northern-grazing-zone-declared-special-operation-zone/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N072,2023,NOVEMBER,BARINGO,4,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,FIREARM,AK47,2,YES,15 BULLETS,0,https://www.kenyanews.go.ke/detectives-apprehend-suspected-bandit-recover-2-rifles/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N073,2024,JANUARY,BARINGO-BARINGO NORTH ,,Unknown,5,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,YES,BULLETS,0,https://www.kenyanews.go.ke/three-family-members-killed-in-banditry-attack/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N074,2024,MARCH ,SAMBURU - SAMBURU WEST ,,250,3,0,2,1,16,12,4,0,0,0,APC DESTROYED ,0,0,FIREARM ,0,0,YES,BULLETS,0,https://www.kenyanews.go.ke/two-killed-12-police-officers-hospitalized-in-samburu-county/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N075,2024,MARCH ,SAMBURU,,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.kenyanews.go.ke/elder-killed-in-bandit-attack/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N076,2024,APRIL,TURKANA,,Unknown,3,0,0,3,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.kenyanews.go.ke/leaders-condemn-intra-community-killings/,KENYA NEWS AGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N077,2024,MAY,BARINGO- loruk ,100,140,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.citizen.digital/news/kdf-soldier-injured-after-over-100-bandits-raid-baringo-village-steal-140-goats-n342810,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N078,2024,APRIL,ISIOLO,,Unknown,2,0,2,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/bandits-kill-form-3-student-after-attacking-bus-in-isiolo-n339848,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N079,2024,MARCH ,TURKANA ,,Unknown,3,0,0,3,0,0,0,0,0,0,0,0,0,FIREARM,AK47,1,YES,3 BULLETS,0,https://www.citizen.digital/news/three-suspected-bandits-killed-by-police-in-turkana-county-n339500,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N080,2024,MARCH ,BARINGO,,Unknown,15,0,15,0,0,0,0,0," 10,000.00 ",0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/bandits-shoot-at-mps-redcross-convoy-distributing-food-in-baringo-n338625,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N081,2024,MARCH ,BARINGO; Saimo soi,,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,10 SCHOOLS CLOSED ,https://www.citizen.digital/news/bandits-shoot-one-in-night-raid-as-baringo-tension-remains-high-n338615,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N082,2024,MARCH ,SAMBURU,,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/samburu-mca-paul-leshimpiro-shot-dead-by-suspected-bandits-n337348,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N083,2024,MARCH ,SAMBURU:BARINGO;baringo north,,5000,60,0,60,0,0,0,0,0,2080,0,STOLEN RICE BAGS 17,STOLEN BEANS 10 BAGS ,0,FIREARM,0,0,YES,BULLETS,1 SCHOOL ,https://www.citizen.digital/news/one-person-killed-by-bandits-as-baringo-humanitarian-crisis-deepens-n338063,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N084,2024,FEBRUARY,BARINGO:SAMBURU:MARAKWET,,150,207,0,207,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/five-people-killed-as-bandits-attack-baringo-samburu-and-marakwet-counties-n337224,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N085,2024,FEBRUARY,BARINGO; ngaratuko,,Unknown,1,0,1,0,2,0,2,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/tension-after-blind-teacher-killed-by-bandits-in-baringo-n336461,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N086,2024,JANUARY,BARINGO;yatya,,Unknown,3,0,3,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/two-more-people-killed-by-armed-bandits-in-baringo-n334490,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N087,2024,JANUARY,BARINGO;chemoi,,Unknown,3,0,3,0,3,0,3,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/three-family-members-shot-dead-3-others-injured-by-bandits-in-baringo-n334456,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N088,2024,JANUARY,ELGEYO MARAKWET;marakwet west chesongoch,,Unknown,303,0,303,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/families-of-peace-ambassadors-killed-in-kerio-valley-by-bandits-appeal-for-justice-n334284,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N089,2024,JANUARY,ELGEYO MARAKWET; kerio river ,,4,3,0,3,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,8 BULLETS,0,https://www.citizen.digital/news/three-people-killed-by-bandits-in-marakwet-n334258,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N090,2023,DECEMBER,BARINGO; bartabwa ward ,,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,FIREARM,AK47,1,YES,21 BULLETS,0,https://www.citizen.digital/news/two-bandits-killed-two-firearms-recovered-in-botched-baringo-attack-n332917,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N091,2023,DECEMBER,WEST POKOT,,Unknown,7,0,4,3,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/4-year-old-boy-shot-dead-by-bandits-in-west-pokot-n332386,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N092,2023,OCTOBER,BARINGO:BARINGO NORTH ; Ng'aratuko,3,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/one-killed-by-bandits-as-interior-cs-kindiki-holds-security-meeting-in-baringo-n330388,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N093,2023,OCTOBER,BARINGO:BARINGO SOUTH; Kapindasum,200,Unknown,6,1,5,0,3,3,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,SCHOOL ,https://www.citizen.digital/news/tension-in-baringo-after-bandits-surround-gsu-camp-open-fire-n329929,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N094,2023,OCTOBER,BARINGO,,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/police-reservist-shot-dead-by-bandits-in-baringo-dawn-attack-n329732,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N095,2023,OCTOBER,WEST POKOT; Kanyerus,,Unknown,1,0,1,0,0,,0,0,0,0,,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/govt-deploys-kdf-to-uganda-border-to-contain-bandits-n328918,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N096,2023,SEPTEMBER,SAMBURU:Morijo,,Unknown,3,0,3,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/three-killed-3-injured-by-bandits-in-samburu-on-international-peace-keeping-day-n327868,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N097,2023,SEPTEMBER,BARINGO;Kiriamet,,Unknown,2,1,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/university-student-police-reservist-killed-by-bandits-in-baringo-n327475,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N099,2023,JUNE,MANDERA,,Unknown,1,1,0,0,2,2,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/ipoa-condemns-attacks-on-police-officers-in-mandera-calls-for-pursuit-of-bandits-n320903,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N100,2023,MAY,LAIKIPIA;OL moran,,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/wananchi-reporting/laikipia-man-sustains-gunshot-wound-as-bandits-raid-homestead-n319646,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N101,2023,MAY,MERU ,,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/cs-kindiki-mourns-mca-george-kaliunga-who-was-killed-by-bandits-n319021,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N102,2023,APRIL,BARINGO; Baringo north,,225,0,0,0,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/police-recover-225-goats-stolen-by-bandits-in-baringo-n318481,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N103,2023,APRIL,MERU ,,48,1,1,0,0,0,0,0,0,0,0,0,0,0,FIREARM ,0,0,YES,BULLETS,0,https://www.citizen.digital/news/npr-officer-killed-by-bandits-in-meru-n318405,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N104,2023,APRIL,ELGEYO MARKWET,,Unknown,0,0,0,0,1,0,0,1,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,GSU CAMP: HOSPITAL ,https://www.citizen.digital/news/interior-cs-kindiki-defends-police-after-bandits-storm-gsu-camp-steal-livestock-n317868,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N105,2023,APRIL,ELGEYO MARAKWET,,Unknown,0,0,0,0,0,0,0,0,0,0,,0,0,FIREARM,AK47,1,YES,BULLETS,0,https://www.citizen.digital/news/questions-as-bandits-raid-iten-hospital-rescue-wounded-bandit-from-police-custody-n317819,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N106,2023,MARCH ,TURKANA,10,Unknown,1,0,1,0,2,0,2,0,0,0,PASSENGERS ROBBED,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/one-dead-2-injured-as-suspected-bandits-attack-matatu-in-turkana-n316659,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N107,2023,MARCH ,ELGEYO MARAKWET,60,Unknown,2,0,2,0,1,0,1,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/bandits-shoot-dead-two-children-in-separate-attacks-in-elgeyo-marakwet-n316332,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N108,2023,MARCH ,ELGEYO MARAKWET,,Unknown,153,20,133,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/kindiki-to-reveal-spiritual-leaders-and-politicians-supporting-bandits-n315946,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N109,2023,MARCH ,SAMBURU,124,8,3,3,0,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/senior-chief-among-3-people-killed-after-bandits-engage-kdf-police-in-gun-battle-n315106,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N110,2023,FEBRUARY,TURKANA,300,Unknown,3,3,0,0,8,8,0,0,0,1,3 TORCHED POLICE LANDCRUISERS,0,0,FIREARM,0,0,YES,31 BULLETS,0,https://www.citizen.digital/news/four-police-officers-among-six-people-killed-by-bandits-in-turkana-n314235,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N111,2023,FEBRUARY,TURKANA;Turkana south,,150,5,0,5,0,1,0,1,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/three-people-killed-after-bandits-spray-matatu-with-bullets-in-turkana-n314188,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N112,2023,FEBRUARY,LAIKIPIA; Kirima ,,Unknown,4,0,0,4,0,0,0,0,0,0,0,0,0,FIREARM,AK47; G3 ; M-16 ,4,YES,BULLETS,0,https://www.citizen.digital/news/4-suspected-bandits-gunned-down-in-laikipia-n313893,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N113,2023,JANUARY,TURKANA,,Unknown,2,0,2,0,4,0,4,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,SCHOOL ,https://www.citizen.digital/news/bandits-kill-two-people-in-samburu-injure-four-in-turkana-n313570,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N114,2023,JANUARY,BARINGO;Tiaty,,Unknown,0,0,0,0,3,0,3,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/daring-bandits-light-fires-as-interior-cs-kindiki-visits-baringo-n313415,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N115,2023,JANUARY,MARSABIT;Laisamis,15,Unknown,8,0,8,0,3,0,3,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/eight-people-among-them-3-children-killed-by-bandits-in-marsabit-n312511,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N116,2022,NOVEMBER,TURKANA:ISIOLO:SAMBURU:ELGEYO MARKWET:LAIKIPIA:WEST POKOT:BARINGO,,700,1,0,0,1,1,0,0,1,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/police-recover-700-livestock-stolen-by-suspected-bandits-n309043,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N117,2022,SEPTEMBER,TURKANA;Turkana east,,Unknown,11,9,2,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/police-launch-manhunt-for-bandits-who-killed-11-in-turkana-n306307,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N118,2022,SEPTEMBER,,,,,,,,,,,,,,,,,FIREARM,,,YES,BULLETS,,https://www.citizen.digital/news/8-police-officers-among-11-killed-after-bandits-raid-turkana-n306272,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N119,2022,SEPTEMBER,SAMBURU,,7,0,0,0,0,1,0,1,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/wananchi-reporting/one-injured-as-bandits-attack-nkutoto-village-in-samburu-county-n305704,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
