CODE,YEAR,MONTH,LOCATION,,LIVESTOCK STOLEN,TOTAL DEATHS,POLICE DEATHS,LOCALS DEATH,SUSPECTED BANDITS,TOTAL INJURY,POLICE INJURY,LOCALS INJURY,BANDITS INJURED,NUMBER OF PEOPLE DISPLACED,NUMBER OF PEOPLE ABDUCTED,OTHER CRIMES,OTHER CRIMES,OTHER CRIMES,TYPE OF WEAPON,SPECIFICS OF WEAPON,NUMBER OF WEAPONS,AMMUNITION,TYPE,FACILITIES ATTACKED,WEB LINK,NEWSPAPER NAME,comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You MUST indicate the code of the word document you are using,indicate the YEAR of the incident,"either JAN, FEB, APR, MAY, JUN, JUL, AUG, SEPT, OCT, NOV, DEC",NAME of Place (If possible indicate name of Sub county),NUMBER ATTACKING BANDITS,Indicate the No. of cattle stolen. If none stolen indicate UNKNOWN,Total Number of Deaths (Police + Locals + Suspected Bandits),Number of Police  deaths,Number of Locals deaths,Number of Suspected Bandits Killed,Total Number of Injuries (Police + Locals + Suspected Bandits),Number of Police injured,Number of Locals Injured,Number of bandits injured,NUMBER OF PEOPLE DISPLACED,NUMBER OF PEOPLE ABDUCTED,"Indicate if there was another crime (arson, kidnapping, rape, theft of car, etc)","if there is more than one other crime indicate if there was another crime (arson, kidnapping, rape, theft of car, etc)","if there is more than one other crime indicate if there was another crime (arson, kidnapping, rape, theft of car, etc)","indicate what type of weapon this is (FIREARMS, BOW & ARROW, MACHETE)",indicate more details a about this weapon,indicate the Number of weapons,If this is a FIREARM is there amunition,"What is the type of ammunition (BULLETS, GRENADE)","Indicate if a facility has been attacked (SCHOOL, HOSPITAL, POLICE STATION, GOVERNMENT OFFICE) - IF THERE IS MORE THAN ONE FACILITY SEPARATE THEM WITH SEMI COLON (;)",Indicate the weblink this is from,INDICATE THE MEDIA HOUSE THAT PUBLISHED,ADD ANY COMMENTS YOU MAY HAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N120,2022,SEPTEMBER,LAIKIPIA;Laikipia west,,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/wananchi-reporting/woman-hospitalized-after-she-was-shot-by-suspected-bandits-in-laikipia-n304971,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N121,2022,AUGUST,TURKANA,,Unknown,7,0,7,0,2,0,2,0,0,0,101 TORCHED HOUSES,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/seven-people-among-them-five-children-killed-in-turkana-bandit-attack-n303239,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N122,2022,MAY,TURKANA,,Unknown,0,0,0,0,4,0,4,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/4-injured-after-bandits-spray-matatu-with-bullets-in-turkana-n297510,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N123,2022,MARCH ,BARINGO,,Unknown,3,0,3,0,3,0,3,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/3-people-killed-3-other-injured-by-armed-pokot-bandits-in-baringo-n295492,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N124,2022,MARCH ,SAMBURU,,725,0,0,0,0,1,0,1,0,0,1,RAPE,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/isiolo-woman-rape-abducted-by-bandits-in-broad-daylight-n294992,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N125,2022,FEBRUARY,TURKANA;Turkana east ,20,3130,2,0,2,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,SCHOOL ,https://www.citizen.digital/news/grade-2-pupil-among-two-people-killed-after-bandits-attack-turkana-village-n291753,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N126,2022,FEBRUARY,ISIOLO,1,Unknown,1,1,0,0,0,0,0,0,0,0,STOLEN FOOD,0,0,FIREARM,G3,2,YES,50 BULLETS,0,https://www.citizen.digital/news/manhunt-launched-for-bandits-who-killed-police-officer-stole-two-g3-rifles-in-isiolo-n291537,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N127,2022,JANUARY,BARINGO,,Unknown,0,0,0,0,2,0,2,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/wananchi-reporting/two-people-critically-injured-after-bandits-attack-village-in-baringo-n291308,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N128,2021,NOVEMBER,LAIKIPIA;Laikipia west,,Unknown,4,4,0,0,1,1,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,GSU CAMP ,https://www.citizen.digital/news/laikipia-two-kdf-soldiers-killed-others-injured-in-ambush-by-bandits-n286761,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N129,2021,NOVEMBER,,,,,,,,,,,,,,,,,FIREARM,,,YES,BULLETS,,https://www.citizen.digital/news/two-gsu-officers-shot-dead-in-laikipia-bandit-attack-n286732,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N130,2021,NOVEMBER,SAMBURU;Suyan,9,500,14,0,4,9,3,0,3,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/14-people-killed-as-herders-bandits-clash-in-samburu-n286383,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N131,2021,OCTOBER,LAIKIPIA ,3,34,3,0,3,0,1,0,1,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/three-people-killed-another-injured-after-bandits-raid-a-home-in-laikipia-n285118,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N132,2021,SEPTEMBER,LAIKIPIA ,4,30,1,0,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/tension-after-a-60-year-old-man-shot-dead-in-ol-moran-by-suspected-bandits-13100894,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N133,2021,SEPTEMBER,LAIKIPIA,2,Unknown,10,1,9,0,0,0,0,0,150,0,40 HOUSES TORCHED,0,0,FIREARM;ARROW;BOWS,0,,YES,BULLETS,,https://www.citizen.digital/news/at-least-40-houses-torched-as-bandits-terrorize-ol-moran-residents-13098986,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N134,2021,JULY,ISIOLO,,300,3,0,3,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/three-people-killed-by-bandits-over-300-livestock-stolen-in-isiolo-12728009,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N135,2021,JANUARY,TURKANA;Kapedo,,50,29,24,6,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/two-police-officers-killed-in-an-ambush-by-suspected-bandits-in-kapedo-4770332,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N136,2021,JANUARY,TURKANA,,Unknown,2,2,0,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/turkana-mps-lomenen-lodepe-lokiru-under-siege-after-bandits-attack-them-in-kapedo-4551504,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N137,2020,NOVEMBER,MERU ,300,Unknown,0,0,0,0,10,10,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/10-police-officers-injured-in-gun-battle-with-300-bandits-in-meru-402862,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N138,2019,MAY,BARINGO;Baringo south,100,300,0,0,0,0,2,0,2,0,0,0,0,0,0,FIREARM,AK47,100,YES,BULLETS,4 SCHOOLS,https://www.citizen.digital/news/four-schools-closed-as-bandits-reign-terror-in-baringo-248471,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N139,2019,APRIL,SAMBURU;Marti ,,50,2,2,0,0,3,3,0,0,0,2,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/police-officer-killed-3-others-injured-bandits-samburu-242436,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N140,2018,APRIL,LAIKIPIA,,Unknown,2,0,2,0,1,1,0,0,0,0,CHURCHES ,HOUSES DESTROYED,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/tension-in-laikipia-as-police-torch-houses-churches-to-flush-out-bandits-198628,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N141,2017,DECEMBER,BARINGO,,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/one-dead-as-bandits-attack-funeral-convoy-in-baringo-185746,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N142,2017,AUGUST,MERU:ISIOLO,9,Unknown,2,0,2,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/operation-to-flush-out-bandits-on-meru-isiolo-border-launched-174105,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N143,2017,JULY,BARINGO,,50,1,0,1,0,0,0,0,0,2000,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/bandits-kill-herder-in-baringo-170216,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N144,2017,JULY,LAIKIPIA;Kamwenje,,Unknown,0,0,0,0,0,0,0,0,0,0,HOUSES BROKEN,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/bandits-attack-village-where-gubernatorial-hopeful-was-campaigning-169981,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N145,2017,MAY,BARINGO;Marigat,,375,0,0,0,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/over-300-cows-stolen-as-bandits-strike-baringo-165226,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N146,2017,MARCH ,BARINGO;Mukutani,,Unknown,9,0,9,0,3,0,3,0,0,6,HOUSES TORCHED,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/night-of-terror-as-bandits-attack-village-kill-nine-people-160759,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N147,2017,FEBRUARY,BARINGO;Bartabwa,,Unknown,1,1,0,0,0,0,0,0,0,0,RELIEF FOOD STOLEN ,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/ruto-gives-shot-to-kill-order-as-baringo-bandits-shoot-chief-during-his-rally-158851,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N148,2017,FEBRUARY,"BARINGO;Baringo south ,Baringo North,Engineer MWINGI;Ukasi",,100,30,0,30,0,5,0,5,0,0,0,5 HOUSES TORCHED ,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/fierce-fighting-in-baringo-after-bandits-torch-houses-steal-livestock-158570,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N149,2017,FEBRUARY,LAIKIPIA:NYAHURURU,,Unknown,0,0,0,0,2,2,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/tension-high-in-laikipia-as-bandits-shoot-another-cop-157263,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N150,2017,FEBRUARY,BARINGO;Marigat,,Unknown,0,0,0,0,0,0,0,0,0,0,30 HOUSE TORCHED,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/bandits-torch-over-30-houses-in-baringo-157165,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N151,2017,JANUARY,WEST POKOT; Central pokot ,,Unknown,3,0,3,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/man-shot-dead-by-bandits-in-pokot-154815,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N152,2017,JANUARY,TURKANA;,100,100,3,3,0,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/police-chief-killed-as-bandits-strike-154430,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N153,2016,DECEMBER,ELGEYO MARAKWET;Tot,0,0,0,0,0,0,0,0,0,0,0,0,TORCHED RDU VEHICLE ,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/bandits-attack-former-ig-kimaiyos-home-steal-livestock-153247,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N154,2016,DECEMBER,ELGEYO MARAKWET;Chesongoch ,,Unknown,1,0,1,0,3,0,0,0,0,0,MOTORCYCLE STOLEN ,MONEY STOLEN ,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/one-killed-three-injured-as-bandits-attack-village-153121,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N155,2016,DECEMBER,"BARINGO;Maigat, Mochongoi",100,Unknown,40,40,0,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/tension-as-baringo-residents-flee-armed-bandits-153055,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N156,2016,DECEMBER,BARINGO,,Unknown,0,0,0,0,1,1,0,0,0,0,TORCHED RDU VEHICLE ,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/police-camp-under-siege-from-armed-bandits-152870,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N157,2016,DECEMBER,WEST POKOT; Chesogon,,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/boy-12-shot-by-bandits-in-west-pokot-151726,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N158,2015,JUNE,BARINGO,,Unknown,1,0,1,0,0,0,0,0,0,0,BUSINESS TORCHED,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/baringo-security-boss-orders-for-killing-of-bandits-88057,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N159,2015,APRIL,LAIKIPIA,,105,0,0,0,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/tension-high-in-laikipia-as-bandits-raid-village-68664,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N160,2015,APRIL,TURKANA,,Unknown,6,0,6,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/six-killed-scores-missing-after-bandits-attack-turkana-village-69253,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N161,2014,DECEMBER,EAST POKOT,,Unknown,0,0,0,0,0,0,0,0,0,0,2 POLICE CARS TORCHED,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/police-officers-attacked-by-bandits-in-east-pokot-71704,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N162,2014,NOVEMBER,TURKANA;Kapedo,,300,20,19,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/bandits-strike-kapedo-again-killing-1-72055,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N163,2014,NOVEMBER,TURKANA:BARINGO,,Unknown,22,20,0,2,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/2-suspects-killed-in-kdf-attack-on-banditsae-hideout-in-kapedo-72194,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N164,2014,OCTOBER,BARINGO,,Unknown,0,0,0,0,0,0,0,0,0,0,GSU GUNS STOLEN,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/baringo-bandits-trail-72284,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N165,2014,OCTOBER,TURKANA;Kapedo,,Unknown,5,3,2,0,0,0,0,0,0,0,VEHICLE TORCHED,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/bandits-kill-3-gsu-officers-2-civilians-in-kapedo-turkana-county-72324,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N166,2014,OCTOBER,TURKANA;Turkwel-Kainuk,9,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.citizen.digital/news/kenya-police-reservist-killed-by-bandits-72624,CITIZEN DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N167,2024,MAY,BARINGO,100,140,0,0,0,0,3,1,2,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2024-05-26-two-including-kdf-soldier-injured-as-bandits-strike-baringo-village/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N168,2024,MAY,MARSABIT,5,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,FIREARM,AK47:G3,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/north-eastern/2024-05-16-man-killed-in-clashes-between-wajir-militia/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N169,2024,may,TURKANA,,Unknown,1,0,0,1,2,0,2,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/central/2024-05-09-gunmen-raid-turkana-steal-livestock/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N170,2024,APRIL,SAMBURU,10,Unknown,3,0,3,0,1,0,1,0,0,0,STOLEN CIGARETTES,"STOLEN MONEY 40,000",STOLEN FISH,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2024-03-19-man-ferrying-fish-killed-by-bandits-in-samburu/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N171,2024,MARCH ,BARINGO,,Unknown,31,0,31,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2024-03-01-suspected-bandits-attack-security-team-after-burial-of-blind-teacher-in-baringo/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N172,2024,FEBRUARY,TURKANA,,Unknown,3,1,2,0,0,0,0,0,0,0,STOLEN RIFLE,0,0,FIREARM,G3,1,YES,20 BULLETS,0,https://www.the-star.co.ke/news/realtime/2024-02-02-gunmen-kill-two-including-police-reservist-in-turkana-village/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N173,2024,FEBRUARY,TURKANA,,200,9,0,9,0,4,0,4,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2024-02-01-gunmen-shoot-kill-man-58-in-attack-in-turkana/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N174,2024,JANUARY,TURKANA:BARINGO,,Unknown,4,0,4,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2024-01-30-gunmen-kill-four-people-in-new-attack-in-baringo-turkana/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N175,2024,MARCH ,SAMBURU ,,Unknown,76,0,76,0,0,0,0,0,2500,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2024-03-16-gunmen-kill-two-in-samburu-in-fresh-attack/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N176,2024,JANUARY,TURKANA,,Unknown,0,0,0,0,0,0,0,0,0,0,SOLAR SYSTEM DESTROYED,WATER PUMPS;WATER PIPES DESTROYED,0,FIREARM,0,0,YES,BULLETS,POLICE CAMP,https://www.the-star.co.ke/news/realtime/2024-01-26-gunmen-raid-police-camp-in-turkana-destroy-water-pump/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N177,2024,JANUARY,LAIKIPIA,6,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,21 BULLETS,0,https://www.the-star.co.ke/sports/2024-01-25-laikipia-rancher-lucy-jennings-succumbs-to-bullet-wounds/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N178,2024,JANUARY,LAIKIPIA;Rumuruti,,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2024-01-22-more-troops-sent-to-laikipia-as-gunmen-shoot-injure-rancher/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N179,2023,DECEMBER,SAMBURU;Archers,,100,1,1,0,0,0,0,0,0,0,0,5 POLICE CARS DESTROYED,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-12-26-police-officer-killed-in-shootout-with-bandits-in-samburu/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N180,2023,DECEMBER,ISIOLO;Garbatula,,Unknown,1,0,1,0,1,0,1,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-12-26-pakistan-preacher-shot-and-killed-in-banditry-ambush-in-isiolo/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N181,2023,DECEMBER,ELGEYO MARAKWET,,Unknown,1,1,0,0,1,0,1,0,0,0,STOLEN RIFLE,0,0,FIREARM,G3,1,YES,40 BULLETS,0,https://www.the-star.co.ke/news/realtime/2023-12-12-elgeyo-marakwet-gang-kills-police-officer-who-rescued-6-girls-from-fgm/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N182,2023,DECEMBER,BARINGO,,Unknown,3,0,1,2,0,0,0,0,0,0,0,0,0,FIREARM,AK47,1,YES,21 BULLETS,0,https://www.the-star.co.ke/news/realtime/2023-12-11-police-kill-two-suspected-bandits-recover-rifles-in-baringo/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N183,2023,DECEMBER,MERU,8,85,4,0,3,1,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2023-12-07-two-shot-killed-in-banditry-attack-in-igembe/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N184,2023,NOVEMBER,ELGEYO MARAKWET,,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,FIREARM,AK47,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2023-11-30-herder-shot-dead-in-ambush-in-tot-elgeyo-marakwet/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
